,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,province_id,trade_node,middle_x_pos,middle_y_pos
2136,POR,ge,animism,False,1,1,unknown,1,Cimbres,True,0,Borborema,2922,brazil,2218.0,1297.0
2137,POR,ge,animism,False,1,1,unknown,1,PastosBons,True,0,PastosBons,2923,amazonas_node,2091.0,1300.0
2138,POR,ge,animism,False,1,1,unknown,1,Timon,True,0,Timon,2924,amazonas_node,2124.0,1264.0
2139,POR,ge,animism,False,1,1,unknown,1,Parnagua,True,0,Parnagua,2925,amazonas_node,2101.0,1314.0
2140,POR,ge,animism,False,1,1,unknown,1,Grajau,True,0,Grajau,2926,amazonas_node,2083.0,1258.0
2141,POR,ge,animism,False,1,2,unknown,1,Alcantara,True,0,Alcantara,2927,amazonas_node,2094.0,1218.0
2142,POR,tupinamba,animism,False,1,1,unknown,1,Tucurui,True,0,Tucurui,2928,amazonas_node,2048.0,1253.0
2143,POR,tupinamba,animism,False,1,1,unknown,1,Portel,True,0,Para,2929,amazonas_node,2019.0,1220.0
2144,SMO,ryazanian,orthodox,False,4,4,grain,1,Smolensk,True,2,Smolensk,293,kiev,3308.0,432.0
2145,POR,tupinamba,animism,False,2,1,unknown,1,Santarem,True,0,Santarem,2930,amazonas_node,1930.0,1221.0
2146,GBR,carib,animism,False,1,1,unknown,1,Pirara,True,0,Alenquer,2931,amazonas_node,1874.0,1109.0
2147,WAD,tunjur,Unowned,False,1,1,unknown,1,Ouara,False,0,Obidos,2932,ethiopia,3112.0,1181.0
2148,POR,carib,animism,False,1,1,unknown,1,Barcelos,True,0,Faro,2933,amazonas_node,1849.0,1182.0
2149,POR,tupinamba,animism,False,2,1,unknown,1,Manaus,True,1,Manaus,2934,amazonas_node,1875.0,1237.0
2150,POR,tupinamba,animism,False,1,1,unknown,1,Muturu,True,0,Muturu,2935,amazonas_node,1970.0,1204.0
2151,Unowned,Unowned,Unowned,False,0,0,,0,Guyana,False,0,Guyana,2936,amazonas_node,1927.0,1162.0
2152,SPA,carib,animism,False,1,1,unknown,1,Suriname,True,0,Suriname,2937,amazonas_node,1932.0,1111.0
2153,POR,guajiro,animism,False,1,1,unknown,1,Oiapoque,True,0,Oiapoque,2938,amazonas_node,2004.0,1136.0
2154,SPA,carib,animism,False,2,1,unknown,1,Zaraza,True,0,Zaraza,2939,carribean_trade,1782.0,1038.0
2155,TVE,russian,orthodox,False,4,4,grain,3,Tver,True,0,Tver,294,,3367.0,385.0
2156,PCJ,aimara,inti,False,2,2,salt,1,Chichas,True,0,Chichas,2940,cuiaba,1764.0,1528.0
2157,CRA,aimara,inti,False,2,2,gold,1,Choquechaca,True,0,Choquechaca,2941,cuiaba,1781.0,1482.0
2158,CRA,aimara,inti,False,2,2,wool,1,Charcas,True,0,Charcas,2942,cuiaba,1759.0,1459.0
2159,CYA,chachapoyan,inti,False,1,1,grain,1,Kuelap,True,0,Chachapoyas,2943,lima,1611.0,1271.0
2160,Unowned,maipurean,inti,False,1,1,unknown,1,Ucayali,False,0,Ucayali,2944,lima,1654.0,1339.0
2161,SPA,jivaro,animism,False,1,1,unknown,1,Yurimaguas,True,0,Yurimaguas,2945,lima,1644.0,1260.0
2162,PCJ,aimara,inti,False,2,2,gold,1,Quillacas,True,0,Quillacas,2946,cuiaba,1748.0,1508.0
2163,CLA,aimara,inti,False,2,2,grain,1,Macaya,True,0,Macaya,2947,cuiaba,1712.0,1412.0
2164,NDO,mbundu,Unowned,False,2,2,slaves,2,Matamba,True,0,Matamba,2948,kongo,3068.0,1536.0
2165,KON,kongolese,Unowned,False,2,2,grain,1,Mbata,True,0,Mbata,2949,kongo,3051.0,1500.0
2166,MOS,russian,orthodox,False,6,6,iron,5,Moskva,True,2,Moskva,295,,3390.0,410.0
2167,ZIM,shona,shamanism,False,1,1,ivory,1,Buhera,True,0,Buhera,2950,zambezi,3297.0,1705.0
2168,ZIM,shona,shamanism,False,2,2,ivory,1,Masakesa,True,0,Manikya,2951,zambezi,3323.0,1688.0
2169,ZIM,shona,shamanism,False,1,1,ivory,1,Madanda,True,0,Madanda,2952,zambezi,3321.0,1728.0
2170,Unowned,Unowned,Unowned,False,0,0,,0,LakeHjalmaren,False,0,LakeHjalmaren,2953,,3057.0,330.0
2171,TUN,tunisian,ibadi,False,1,1,grain,1,Djerba,True,1,Djerba,2954,tunis,2976.0,834.0
2172,ING,bavarian,catholic,True,5,5,,3,Ingolstadt,True,0,Ingolstadt,2955,,2985.0,553.0
2173,UBV,bavarian,catholic,True,3,3,glass,3,Straubing,True,0,Straubing,2956,,3008.0,546.0
2174,REG,bavarian,catholic,True,5,5,,3,Regensburg,True,2,Regensburg,2957,,2996.0,548.0
2175,TEU,prussian,catholic,False,2,2,naval_supplies,1,Osterode,True,0,Osterode,2958,baltic_sea,3123.0,457.0
2176,POL,polish,catholic,False,3,3,grain,2,Tarnów,True,0,Tarnow,2959,krakow,3149.0,527.0
2177,MOS,russian,orthodox,False,3,3,grain,2,Kaluga,True,0,Kaluga,296,kiev,3365.0,432.0
2178,POL,polish,catholic,False,6,6,iron,2,Sadecki,True,0,Sadecki,2960,krakow,3128.0,535.0
2179,POL,ruthenian,orthodox,False,5,5,,2,Lwow,True,1,Lwow,2961,krakow,3204.0,540.0
2180,LIT,ruthenian,orthodox,False,1,1,livestock,1,Rowne,True,0,Rowne,2962,kiev,3216.0,517.0
2181,POL,polish,catholic,False,1,1,livestock,1,Naklo,True,0,Notec,2963,krakow,3070.0,462.0
2182,BRA,saxon,catholic,True,4,4,cloth,2,Stendal,True,0,Altmark,2964,,2983.0,476.0
2183,THU,saxon,catholic,True,3,3,wool,1,Plauen,True,0,Vogtland,2965,,2998.0,516.0
2184,GLG,schlesian,catholic,True,3,4,iron,2,Glogau,True,0,Glogau,2966,krakow,3052.0,493.0
2185,BOH,czech,catholic,True,4,4,,2,Cheb,True,0,Eger,2967,,3004.0,524.0
2186,BOH,czech,catholic,True,3,3,grain,2,Budejovice,True,0,Budejovice,2968,,3028.0,545.0
2187,BRA,saxon,catholic,True,3,3,cloth,1,Sternberg,True,0,Sternberg,2969,,3039.0,480.0
2188,LIT,ryazanian,orthodox,False,2,2,grain,1,Bryansk,True,0,Bryansk,297,kiev,3339.0,455.0
2189,BOH,czech,hussite,True,3,3,grain,2,Hradecko,True,0,Hradecko,2970,,3050.0,517.0
2190,BRU,hannoverian,catholic,True,2,2,livestock,1,Hoya,True,0,Hoya,2971,,2942.0,476.0
2191,KOL,hannoverian,catholic,True,2,2,wool,1,Paderborn,False,0,Paderborn,2972,,2944.0,495.0
2192,MUN,hannoverian,catholic,True,3,3,cloth,1,Meppen,True,0,Meppen,2973,,2922.0,476.0
2193,LIE,flemish,catholic,True,5,5,cloth,2,Borgloon,True,0,Loon,2974,english_channel,2890.0,510.0
2194,KLE,hessian,catholic,True,5,5,cloth,4,Kleves,True,0,Kleves,2975,,2907.0,496.0
2195,PGA,umbrian,catholic,False,3,4,wine,1,Perugia,True,0,Umbria,2976,genua,2999.0,667.0
2196,URB,umbrian,catholic,False,5,5,grain,2,Urbino,True,1,Urbino,2977,venice,3000.0,652.0
2197,LAN,tuscan,catholic,True,6,6,livestock,2,Arezzo,False,0,Arezzo,2978,genua,2990.0,655.0
2198,MLO,lombard,catholic,True,3,4,grain,2,Novara,False,0,Novarra,2979,genua,2936.0,614.0
2199,LIT,ryazanian,orthodox,False,2,1,grain,1,Kursk,True,0,Kursk,298,kiev,3376.0,500.0
2200,LUC,tuscan,catholic,True,6,6,cloth,2,Lucca,False,1,Lucca,2980,genua,2966.0,649.0
2201,MFA,piedmontese,catholic,True,5,5,wine,2,Montferrat,True,0,Montferrat,2981,genua,2931.0,630.0
2202,SIC,sicilian,catholic,False,4,4,wine,2,Syracusa,True,0,Syracuse,2982,genua,3035.0,776.0
2203,NAP,neapolitan,catholic,False,5,1,fish,4,Salerno,False,0,Salerno,2983,genua,3041.0,713.0
2204,NAP,neapolitan,catholic,False,2,2,wine,1,Cosenza,True,0,Costenza,2984,genua,3062.0,729.0
2205,NAP,neapolitan,catholic,False,2,3,livestock,2,Foggia,True,0,Capitanata,2985,venice,3048.0,693.0
2206,SAR,sardinian,catholic,False,3,3,copper,1,Cagliari,False,0,Cagliari,2986,genua,2947.0,731.0
2207,FRA,catalan,catholic,False,3,3,wool,2,Tàrrega,True,0,Urgell,2987,valencia,2825.0,683.0
2208,SPA,catalan,catholic,False,3,2,wine,2,Taragona,True,0,Tarragona,2988,valencia,2815.0,700.0
2209,SPA,castillian,catholic,False,2,2,wine,1,Logroño,True,0,Rioja,2989,bordeaux,2769.0,682.0
2210,GOL,mishary,sunni,False,3,3,livestock,2,Voronezh,True,0,Voronezh,299,kiev,3417.0,508.0
2211,SPA,aragonese,catholic,False,3,3,iron,3,Teruel,True,0,Teruel,2990,valencia,2789.0,712.0
2212,PRO,occitain,catholic,False,3,3,wool,2,Forcalquier,True,0,Draguignan,2991,genua,2901.0,644.0
2213,GEN,ligurian,catholic,True,6,6,naval_supplies,1,Albenga,False,0,Albenga,2992,genua,2934.0,644.0
2214,BRA,pommeranian,catholic,True,4,3,cloth,1,Prenzlau,True,0,Uckermark,2993,,3020.0,461.0
2215,WOL,pommeranian,catholic,True,3,2,salt,2,Wolgast,True,0,Wolgast,2994,,3018.0,449.0
2216,WOL,pommeranian,catholic,True,2,2,fish,1,Stolp,True,0,Stolp,2995,,3070.0,444.0
2217,MKL,pommeranian,catholic,True,2,2,cloth,2,Wismar,True,0,Wismar,2996,,2983.0,454.0
2218,TEU,prussian,catholic,False,3,4,grain,3,Tuchel,True,0,Pomorskie,2997,baltic_sea,3089.0,451.0
2219,WAL,romanian,orthodox,False,4,4,livestock,2,Buzau,True,0,Buzau,2998,pest,3228.0,627.0
2220,ORM,gulf_arabic,sunni,False,3,3,,1,Hormuz,True,2,Hormuz,2999,hormuz,3680.0,962.0
2221,SWE,swedish,catholic,False,2,2,naval_supplies,1,Kalmar,True,0,Kalmar,3,baltic_sea,3050.0,376.0
2222,SWE,finnish,catholic,False,2,2,fur,2,Viborg,True,0,Viborg,30,,3255.0,293.0
2223,RYA,ryazanian,orthodox,False,3,3,iron,2,Tula,True,0,Tula,300,kiev,3391.0,451.0
2224,SER,serbian,orthodox,False,3,3,livestock,1,Nis,True,0,Nis,3000,ragusa,3145.0,667.0
2225,TUR,bulgarian,orthodox,False,2,0,copper,2,Skopje,True,0,Skopje,3001,ragusa,3149.0,692.0
2226,TUR,bosnian,orthodox,False,2,2,grain,1,Visoki,True,0,Sarajevo,3002,ragusa,3098.0,650.0
2227,VEN,greek,orthodox,False,3,3,fish,2,Negroponte,True,0,Euboea,3003,constantinople,3176.0,750.0
2228,RYA,ryazanian,orthodox,False,5,5,wool,3,Pereyaslavl-Ryazansky,True,0,Ryazan,301,,3425.0,435.0
2229,GOL,mishary,sunni,False,3,3,iron,3,Tambov,True,0,Tambow,302,astrakhan,3444.0,473.0
2230,GOL,mishary,sunni,False,4,4,livestock,4,Ukek,True,0,Saratow,303,astrakhan,3517.0,500.0
2231,KAZ,kazani,sunni,False,3,3,livestock,2,Mohshi,True,0,Pensa,304,astrakhan,3497.0,458.0
2232,KAZ,uralic,Unowned,False,4,4,copper,3,Yagoshiha,True,0,Perm,305,kazan,3678.0,378.0
2233,MOS,russian,orthodox,False,5,5,copper,3,Nijni,True,2,Nijni,306,kazan,3499.0,394.0
2234,MOS,russian,orthodox,False,4,4,iron,3,Vladimir,True,0,Vladimir,307,,3433.0,416.0
2235,YAR,russian,orthodox,False,4,4,livestock,3,Yaroslavl,True,1,Yaroslavl,308,,3420.0,366.0
2236,NOV,karelian,orthodox,False,3,3,fur,2,Olonets,True,0,Olonets,309,,3340.0,272.0
2237,SWE,finnish,catholic,False,1,1,fur,1,Olofsborg,True,0,Savolaks,31,baltic_sea,3238.0,249.0
2238,NOV,novgorodian,orthodox,False,7,7,fur,6,Novgorod,True,2,Novgorod,310,,3298.0,346.0
2239,NOV,novgorodian,orthodox,False,2,2,naval_supplies,2,Kholm,True,0,Kholm,311,,3279.0,361.0
2240,BLO,novgorodian,orthodox,False,2,3,naval_supplies,2,Beloozero,True,0,Beloozero,312,,3390.0,300.0
2241,NOV,novgorodian,orthodox,False,1,2,fur,1,Soroka,True,0,Soroka,313,white_sea,3360.0,220.0
2242,MOS,russian,orthodox,False,3,3,iron,2,Vologda,True,0,Vologda,314,white_sea,3423.0,329.0
2243,NOR,sapmi,catholic,False,1,1,fish,1,Vardø,True,0,Finnmark,315,white_sea,3193.0,60.0
2244,TUR,turkish,sunni,False,3,3,grain,3,Izmit,True,0,Kocaeli,316,constantinople,3272.0,709.0
2245,TUR,turkish,sunni,False,5,5,silk,2,Bursa,True,2,Hudavendigar,317,constantinople,3254.0,723.0
2246,TUR,Unowned,sunni,False,4,4,,2,Izmirni,True,2,Sugla,318,constantinople,3226.0,760.0
2247,TUR,turkish,sunni,False,3,3,salt,3,Mughla,True,0,Mentese,319,constantinople,3250.0,780.0
2248,NOV,karelian,orthodox,False,2,2,fur,1,Keksholm,True,0,Keksholm,32,,3285.0,270.0
2249,Unowned,greek,orthodox,False,4,4,fish,3,Rhodes,True,0,Rhodes,320,constantinople,3230.0,789.0
2250,CYP,greek,orthodox,False,6,6,wine,3,Nicosia,True,0,Cyprus,321,aleppo,3327.0,813.0
2251,TUR,turkish,sunni,False,3,3,cloth,2,Kütahya,True,0,Kutahya,322,constantinople,3261.0,738.0
2252,KAR,turkish,sunni,False,3,3,salt,3,Konya,True,0,Konya,323,aleppo,3306.0,757.0
2253,KAR,turkish,sunni,False,5,5,livestock,4,Karaman,True,0,Karaman,324,aleppo,3324.0,774.0
2254,CND,turkish,sunni,False,3,0,copper,2,Kastamonu,True,0,Kastamonu,325,constantinople,3329.0,697.0
2255,TUR,turkish,sunni,False,3,3,cloth,3,Ankara,True,0,Ankara,326,constantinople,3310.0,728.0
2256,RAM,turkish,sunni,False,3,3,cotton,4,Adana,True,1,Adana,327,aleppo,3357.0,771.0
2257,CND,turkish,sunni,False,3,3,naval_supplies,2,Sinop,True,2,Sinop,328,constantinople,3351.0,695.0
2258,TUR,turkish,shiite,False,3,3,livestock,3,Sivas,True,0,Sivas,329,constantinople,3388.0,735.0
2259,NOV,karelian,orthodox,False,3,3,fur,1,Neva,True,1,Neva,33,,3275.0,316.0
2260,TRE,pontic_greek,orthodox,False,4,4,naval_supplies,4,Trapezous,True,1,Trebizond,330,crimea,3427.0,708.0
2261,AKK,armenian,coptic,False,4,4,livestock,4,Erzurum,True,0,Erzurum,331,crimea,3447.0,725.0
2262,DUL,turkish,sunni,False,2,2,wool,2,Maras,True,0,Marash,332,aleppo,3379.0,760.0
2263,SPA,catalan,catholic,False,2,2,sugar,1,Palma,True,0,TheBaleares,333,valencia,2851.0,731.0
2264,MOR,moroccan,sunni,False,3,3,cloth,1,Tangier,True,2,Tangiers,334,sevilla,2714.0,810.0
2265,MOR,berber,sunni,False,3,3,fish,1,Melilla,True,0,Mellila,335,sevilla,2748.0,817.0
2266,TLC,berber,sunni,False,5,5,cloth,3,Tlemcen,True,2,Tlemcen,336,safi,2783.0,827.0
2267,TLC,algerian,sunni,False,3,3,cloth,1,Oran,True,0,Oran,337,safi,2795.0,806.0
2268,TUN,algerian,sunni,False,5,5,grain,3,Al-Djazair,True,1,Al,338,safi,2851.0,791.0
2269,TUN,berber,sunni,False,3,3,iron,2,Bejaia,True,0,Bejaia,339,tunis,2884.0,791.0
2270,NOV,novgorodian,orthodox,False,3,3,fur,1,Koporye,True,0,Ingermanland,34,,3260.0,330.0
2271,TUN,berber,sunni,False,3,3,grain,2,Constantine,True,0,Constantine,340,tunis,2917.0,797.0
2272,TUN,tunisian,sunni,False,6,6,cloth,2,Tunis,True,2,Tunis,341,tunis,2967.0,790.0
2273,MOR,moroccan,sunni,False,4,4,grain,2,Rabat,True,1,Toubkhal,342,safi,2702.0,837.0
2274,MOR,moroccan,sunni,False,5,5,cloth,3,Fez,True,0,Fez,343,safi,2736.0,832.0
2275,MOR,moroccan,sunni,False,5,5,sugar,2,Marrakech,True,0,Marrakech,344,safi,2682.0,870.0
2276,MOR,moroccan,sunni,False,1,1,sugar,1,Safi,True,0,Safi,345,safi,2666.0,868.0
2277,MOR,moroccan,sunni,False,4,4,gold,2,Tafilalt,True,2,Figuig,346,safi,2734.0,876.0
2278,MOR,berber,sunni,False,1,1,fish,1,Ifni,True,0,Ifni,347,safi,2622.0,939.0
2279,MOR,berber,sunni,False,5,5,sugar,2,Taroudant,True,0,Sus,348,safi,2675.0,907.0
2280,TLC,berber,sunni,False,2,2,livestock,1,Figuig,True,0,Atlas,349,safi,2770.0,854.0
2281,LIV,estonian,catholic,False,1,1,grain,1,Arensburg,True,0,Osel,35,baltic_sea,3159.0,347.0
2282,MZB,algerian,sunni,False,1,1,livestock,1,Laghwat,True,0,Aures,350,tunis,2856.0,840.0
2283,TGT,berber,sunni,False,1,1,wool,1,Biskra,True,0,Biskra,351,tunis,2903.0,824.0
2284,GHD,tunisian,sunni,False,2,2,salt,1,Gafsa,True,0,Gafsa,352,tunis,2934.0,845.0
2285,TUN,tunisian,sunni,False,1,1,grain,1,Tataouine,True,0,Gabes,353,tunis,2968.0,851.0
2286,TUN,tunisian,sunni,False,2,2,cloth,1,Tripolitania,True,2,Tripolitania,354,tunis,3013.0,862.0
2287,FZA,tunisian,sunni,False,1,1,fish,1,Sirt,True,0,Sirt,355,tunis,3082.0,899.0
2288,MAM,al_misr_arabic,sunni,False,2,2,livestock,2,Benghazi,True,1,Benghazi,356,alexandria,3128.0,884.0
2289,MAM,al_misr_arabic,sunni,False,1,1,livestock,1,Derna,True,0,Darnah,357,alexandria,3162.0,866.0
2290,MAM,al_misr_arabic,sunni,False,5,5,spices,3,Alexandria,True,1,Alexandria,358,alexandria,3259.0,893.0
2291,MAM,al_misr_arabic,sunni,False,5,5,cotton,2,Faiyum,True,0,Faiyum,359,alexandria,3280.0,921.0
2292,LIV,estonian,catholic,False,4,4,grain,2,Reval,True,1,Estland,36,baltic_sea,3192.0,335.0
2293,MAM,al_misr_arabic,sunni,False,1,1,livestock,1,Qus,True,0,Qena,360,alexandria,3321.0,972.0
2294,MAM,al_misr_arabic,sunni,False,9,9,cloth,6,Cairo,True,2,Cairo,361,alexandria,3292.0,909.0
2295,MAM,al_misr_arabic,sunni,False,4,4,grain,2,Rashid,True,1,Rosetta,362,alexandria,3281.0,885.0
2296,MAM,al_misr_arabic,sunni,False,4,4,,2,Dumyat,True,0,Damietta,363,alexandria,3298.0,884.0
2297,MAM,al_suryah_arabic,sunni,False,3,3,salt,2,Gazzah,True,0,Gaza,364,alexandria,3333.0,886.0
2298,MAM,bedouin_arabic,sunni,False,1,1,,1,Sinai,True,0,Sinai,365,alexandria,3336.0,919.0
2299,CAS,berber,animism,False,3,3,unknown,1,TheCanarias,True,0,TheCanarias,366,sevilla,2578.0,930.0
2300,POR,berber,animism,False,3,3,fish,1,TheAzores,True,0,TheAzores,367,sevilla,2385.0,763.0
2301,POR,berber,animism,False,4,4,unknown,1,Funchal,True,0,Madeira,368,sevilla,2541.0,855.0
2302,NOR,norwegian,catholic,False,1,1,fish,1,Kirkwall,True,0,Orkney,369,north_sea,2760.0,334.0
2303,LIV,latvian,catholic,False,3,3,livestock,2,Fellin,True,0,Livland,37,baltic_sea,3199.0,359.0
2304,NOR,icelandic,catholic,False,1,1,fish,1,Reykjavik,True,0,Reykjavik,370,north_sea,2469.0,150.0
2305,NOR,icelandic,catholic,False,1,1,fish,1,Akureyri,True,0,Akureyri,371,north_sea,2547.0,148.0
2306,TYR,irish,catholic,False,3,3,wool,2,Dungannon,True,0,Tyrone,372,north_sea,2693.0,435.0
2307,ENG,irish,catholic,False,3,3,livestock,2,Dublin,True,0,Meath,373,north_sea,2704.0,454.0
2308,LEI,irish,catholic,False,2,2,livestock,2,Wexford,True,0,Leinster,374,north_sea,2702.0,475.0
2309,MNS,irish,catholic,False,3,3,fish,2,Limerick,True,0,Munster,375,north_sea,2666.0,467.0
2310,CNN,irish,catholic,False,2,2,livestock,2,Galway,True,0,Connaught,376,north_sea,2659.0,450.0
2311,SYR,al_suryah_arabic,sunni,False,9,9,silk,4,Halab,True,2,Aleppo,377,aleppo,3388.0,795.0
2312,SYR,al_suryah_arabic,shiite,False,6,6,grain,4,Tripoli,True,1,Tripoli,378,aleppo,3370.0,820.0
2313,MAM,al_suryah_arabic,sunni,False,5,5,grain,3,Jerusalem,True,0,Jerusalem,379,alexandria,3350.0,885.0
2314,RIG,baltic_german,catholic,False,5,5,naval_supplies,1,Riga,True,1,Riga,38,baltic_sea,3188.0,381.0
2315,MAM,bedouin_arabic,sunni,False,1,1,grain,1,AlKarak,True,0,AlKarak,380,alexandria,3370.0,884.0
2316,MAM,al_suryah_arabic,sunni,False,2,2,grain,2,Ajlun,True,0,Ajlun,381,alexandria,3370.0,867.0
2317,SYR,al_suryah_arabic,sunni,False,7,7,iron,6,Dimashq,True,2,Damascus,382,aleppo,3376.0,846.0
2318,MAM,bedouin_arabic,sunni,False,2,2,livestock,1,Tabuk,True,0,Tabuk,383,alexandria,3378.0,931.0
2319,MDA,hejazi_culture,sunni,False,3,3,cloth,3,Medina,True,0,Medina,384,alexandria,3420.0,986.0
2320,HED,hejazi_culture,sunni,False,4,4,incense,4,Makkah,True,0,Mecca,385,alexandria,3432.0,1040.0
2321,MFL,hejazi_culture,shiite,False,2,2,coffee,2,Bishah,True,0,Asir,386,gulf_of_aden,3480.0,1088.0
2322,YEM,yemeni_culture,sunni,False,3,3,coffee,2,Mokha,True,0,Mokha,387,gulf_of_aden,3492.0,1184.0
2323,TUR,yemeni_culture,sunni,False,4,4,incense,3,Aden,True,2,Aden,388,gulf_of_aden,3522.0,1180.0
2324,HDR,yemeni_culture,sunni,False,1,2,incense,2,Mukalla,True,0,Mukalla,389,gulf_of_aden,3553.0,1164.0
2325,LIV,latvian,catholic,False,3,3,naval_supplies,1,Goldingen,True,0,Kurland,39,baltic_sea,3149.0,382.0
2326,RAS,yemeni_culture,shiite,False,4,3,wool,4,Sana'a,True,0,Sanaa,390,gulf_of_aden,3493.0,1148.0
2327,NJR,yemeni_culture,shiite,False,2,2,cloth,2,Najran,True,0,Najran,391,gulf_of_aden,3508.0,1108.0
2328,NAJ,bedouin_arabic,sunni,False,1,1,livestock,1,Diriyah,True,0,Al,392,basra,3540.0,993.0
2329,SHM,bedouin_arabic,sunni,False,1,1,grain,1,Ha'il,True,1,JabalShammar,393,basra,3456.0,954.0
2330,ALH,gulf_arabic,shiite,False,1,1,fish,1,Al-Qatif,True,1,ElCatif,394,basra,3563.0,952.0
2331,ALH,gulf_arabic,shiite,False,2,2,gems,1,Qatar,True,0,Qatar,395,basra,3598.0,990.0
2332,ALH,gulf_arabic,shiite,False,1,1,,2,Manama,True,0,Bahrain,396,basra,3594.0,972.0
2333,ORM,gulf_arabic,shiite,False,1,1,,1,AbuDhabi,True,0,AbuDhabi,397,hormuz,3642.0,1012.0
2334,ORM,gulf_arabic,ibadi,False,2,2,livestock,1,Sharjah,True,0,Qawasim,398,hormuz,3673.0,993.0
2335,ORM,omani_culture,ibadi,False,3,3,,3,Suhar,True,0,Suhar,399,hormuz,3691.0,1004.0
2336,SWE,swedish,catholic,False,2,3,iron,2,Västerås,True,0,Bergslagen,4,baltic_sea,3045.0,309.0
2337,TEU,lithuanian,catholic,False,3,3,livestock,3,Memel,True,0,Memel,40,baltic_sea,3149.0,415.0
2338,ORM,omani_culture,ibadi,False,4,4,,1,Masqat,True,2,Muscat,400,hormuz,3718.0,1022.0
2339,MHR,mahri_culture,sunni,False,1,1,incense,1,Salalah,True,0,Dhofar,401,gulf_of_aden,3649.0,1115.0
2340,MHR,mahri_culture,sunni,False,1,1,incense,1,Qishn,True,0,Mahra,402,gulf_of_aden,3601.0,1146.0
2341,Unowned,Unowned,sunni,False,1,1,unknown,1,Ndzuwani,False,0,Comoros,4020,zanzibar,3496.0,1592.0
2342,BTS,Unowned,Unowned,False,1,2,slaves,1,Ambilobe,True,0,Antankara,4021,zanzibar,3573.0,1610.0
2343,SKA,Unowned,Unowned,False,2,2,slaves,1,Majunga,True,0,Iboina,4022,zanzibar,3545.0,1638.0
2344,BTS,madagasque,Unowned,False,1,1,slaves,1,Tsimihety,True,0,Tsimihety,4023,zanzibar,3552.0,1658.0
2345,BTS,madagasque,Unowned,False,2,2,slaves,1,Maroantsetra,True,0,Maroantsetra,4024,zanzibar,3580.0,1648.0
2346,BTS,madagasque,Unowned,False,3,2,slaves,2,Vatomandry,True,1,Vatomandry,4025,zanzibar,3562.0,1706.0
2347,ANT,madagasque,sunni,False,2,2,slaves,2,Vohipeno,True,0,Antemoro,4026,zanzibar,3551.0,1760.0
2348,Unowned,madagasque,Unowned,False,2,1,slaves,2,Betsileo,True,0,Betsileo,4027,zanzibar,3531.0,1739.0
2349,MFY,madagasque,Unowned,False,2,2,slaves,2,Mahafaly,True,0,Mahafaly,4028,zanzibar,3499.0,1794.0
2350,ANT,madagasque,sunni,False,2,2,slaves,1,Antanosy,True,0,Antanosy,4029,zanzibar,3526.0,1795.0
2351,OMA,omani_culture,ibadi,False,3,3,wool,3,Nizwa,True,0,Nizwa,403,hormuz,3691.0,1031.0
2352,Unowned,madagasque,Unowned,False,1,1,grain,1,Bara,True,0,Bara,4030,zanzibar,3523.0,1771.0
2353,SKA,madagasque,Unowned,False,1,2,slaves,1,Antsalova,True,0,Antsalova,4031,zanzibar,3504.0,1705.0
2354,SKA,madagasque,Unowned,False,2,1,fish,2,Fiherana,True,0,Fiherana,4032,zanzibar,3497.0,1764.0
2355,ALO,nubian,sunni,False,1,1,ivory,1,Al-Qadarif,True,0,AlQadirif,4033,ethiopia,3355.0,1191.0
2356,MKU,makua,Unowned,False,1,2,ivory,1,Makua,True,0,Makua,4034,zambezi,3399.0,1640.0
2357,MKU,makua,Unowned,False,1,1,unknown,1,Ngindo,False,0,Ngindo,4035,zambezi,3405.0,1600.0
2358,MKU,makua,Unowned,False,1,1,unknown,1,Wayao,False,0,Wayao,4036,zambezi,3382.0,1595.0
2359,MRA,nyasa,Unowned,False,2,3,ivory,2,Katsekera,True,0,Katsekera,4037,zambezi,3359.0,1604.0
2360,MKU,nyasa,Unowned,False,1,1,ivory,1,Lolo,True,0,Lolo,4038,zambezi,3368.0,1659.0
2361,LDU,nyasa,Unowned,False,3,2,,4,Mbebwe,True,0,Lundu,4039,zambezi,3332.0,1642.0
2362,YAS,gulf_arabic,sunni,False,1,1,,1,Liwa,True,0,Liwa,404,hormuz,3648.0,1023.0
2363,MRA,nyasa,Unowned,False,3,3,iron,4,Manthimba,True,2,Kalonga,4040,zambezi,3342.0,1620.0
2364,Unowned,bena,Unowned,False,1,1,unknown,1,Kinga,False,0,Kinga,4041,zambezi,3367.0,1537.0
2365,Unowned,makua,Unowned,False,1,1,unknown,1,Makonde,False,0,Makonde,4042,zambezi,3387.0,1556.0
2366,Unowned,nyasa,Unowned,False,1,1,unknown,1,Phangwa,False,0,Phangwa,4043,zambezi,3365.0,1569.0
2367,TBK,nyasa,Unowned,False,2,2,ivory,1,Chilumba,True,0,Ngonde,4044,zambezi,3327.0,1552.0
2368,TBK,nyasa,Unowned,False,2,2,gems,2,Kasungu,True,0,Tumbuka,4045,zambezi,3328.0,1583.0
2369,Unowned,bemba,Unowned,False,1,1,unknown,1,Lala,False,0,Lala,4046,zambezi,3273.0,1619.0
2370,LDU,nyasa,Unowned,False,1,2,livestock,1,Nsenga,True,0,Nsenga,4047,zambezi,3304.0,1613.0
